keywords	B2B	B2C	3D打印	VR/AR	本地生活	汽车交通	工具软件	母婴	企业信息化	社交网络	O2O	金融	移动互联网	传媒	先进制造	传统硬件	IT服务	教育	房产服务	文化娱乐	游戏	体育	C2C	物流配送	生物医药	医疗健康	生鲜	机械制造	互联网金融	环保	广告营销	家政服务	旅游服务	大数据	P2P服务	招聘求职	新材料	智能硬件	可穿戴设备	装修装潢	电子设备	网络社区	影视动漫	云服务	食品饮料	人工智能	新能源	现代农业	物联网	企业服务
蒸汽	1	0	0	0	6	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	5	0	2	0
人机交互	0	0	0	2	1	0	4	0	0	0	0	0	4	0	5	1	7	3	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	4	2	0	5	0	0	0	0	3	0	0	0	2
市民	0	0	0	0	3	0	1	0	0	1	0	3	12	0	0	0	4	0	1	0	0	2	0	0	0	1	0	0	9	2	0	0	0	1	1	0	0	0	0	0	4	0	1	0	1	0	0	0	0	2
isp	0	0	0	0	1	0	2	0	2	1	1	0	11	0	0	0	13	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	1	1	0	0	0	0	0	9
数据传输	0	0	0	0	1	1	8	0	0	0	0	0	16	0	2	0	7	1	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4
全额	0	0	0	0	0	1	1	0	0	0	0	4	3	0	1	1	1	0	2	0	1	0	0	0	0	0	0	0	15	2	0	0	0	0	14	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
java	0	0	0	0	0	1	3	0	0	0	0	0	23	0	0	0	6	3	0	1	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
心理	0	0	0	0	4	0	1	4	0	3	2	0	15	0	1	0	1	8	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
胶囊剂	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
动作	0	0	1	0	0	0	3	0	0	1	0	0	16	0	2	0	4	0	0	4	9	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	1
热水	0	0	0	0	4	0	0	0	0	0	0	1	0	0	5	0	1	0	1	0	0	0	0	1	0	0	0	1	0	20	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	7	0	0	6
总装	0	0	0	0	0	18	0	0	0	0	0	0	0	0	18	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3
央行	0	0	0	0	0	0	1	0	0	0	0	6	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
宝贝	0	1	0	0	4	0	1	3	0	4	0	1	14	1	0	0	0	2	0	4	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	9	0	1	0	1	0	0	0	0	0
ge	0	0	0	0	2	1	0	0	1	0	0	1	1	0	15	0	1	0	1	0	0	0	0	1	0	0	0	1	2	7	0	0	0	1	0	0	1	1	0	0	5	0	0	0	0	0	1	0	1	6
景点	0	1	0	0	1	0	2	0	0	4	1	1	17	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
酒类	0	4	0	0	3	0	0	0	0	0	2	0	4	1	1	0	2	0	2	0	0	0	0	1	0	2	0	0	2	0	2	0	0	0	2	0	1	0	0	0	5	0	0	0	11	0	0	0	0	5
下一代	0	0	1	1	0	0	2	0	0	0	0	1	11	1	2	0	10	3	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	1	3	0	0	1	1	2	0	0	0	5
月经	0	0	0	0	3	1	2	0	0	1	0	7	3	0	2	0	1	0	6	1	0	0	0	0	0	1	0	0	7	2	0	0	0	1	6	0	0	0	0	0	1	0	0	0	1	0	1	0	0	3
饮食	1	1	0	0	2	0	2	0	0	0	2	1	9	1	1	0	2	0	0	2	0	0	0	0	0	5	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	13	0	0	0	0	3
二等奖	0	0	1	0	0	2	2	0	0	0	0	0	3	1	11	0	8	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	3	0	0	0	1	0	1	1	2	0	1	0	1	2
编程	0	0	0	1	0	0	2	0	0	0	0	0	11	2	6	0	9	9	0	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
发展潜力	1	0	1	0	1	3	1	0	0	0	1	1	5	2	6	1	4	1	2	1	1	0	0	0	0	2	0	1	1	3	1	0	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	0	3
给予	0	1	0	0	1	2	0	1	0	0	0	2	8	0	3	0	4	0	1	1	0	0	0	0	0	0	0	0	8	2	0	0	0	0	7	1	0	0	0	0	4	0	0	0	1	0	0	1	0	2
水产品	0	0	0	0	4	1	1	0	0	0	1	4	1	0	4	0	2	0	1	0	0	0	0	1	0	1	4	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	0	3
人事	0	0	0	0	3	0	4	0	0	1	0	1	10	1	1	0	7	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	10
网络产品	0	1	0	0	0	0	4	0	1	2	0	1	8	0	3	1	16	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	5
前瞻性	0	0	0	0	0	2	5	1	1	0	0	0	6	2	0	0	7	2	1	2	0	1	0	0	0	1	0	0	0	3	1	0	0	1	0	0	0	2	0	0	4	0	0	0	0	0	1	0	0	7
教材	0	0	1	0	2	0	2	0	0	2	0	0	8	8	0	0	2	18	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2
正品	2	4	0	0	1	1	0	1	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	0	0	0	1	0	0	1	0	1
蓝牙	0	0	0	0	1	2	1	0	0	1	0	1	7	0	2	1	6	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	1	0	9	0	0	0	0	0	1	0	5	3
管材	0	0	0	0	0	2	0	0	0	0	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	7	0	0	1	3	0	0	0	0	0	0	0	0	1
成长型	0	0	0	1	0	0	2	0	0	0	0	4	2	1	8	0	3	0	1	1	0	0	0	0	0	3	0	0	2	3	3	0	1	0	1	0	2	0	0	0	4	0	0	0	0	0	0	1	1	6
热能	0	0	0	0	1	0	1	0	1	0	1	0	0	0	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	2
华夏	0	0	0	0	1	3	2	0	0	0	0	4	5	0	5	0	6	1	6	1	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	2	0	0	1	0	1
蛋白	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	2
教育软件	0	0	0	0	0	0	7	0	0	0	1	1	11	0	0	0	5	14	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3
造型	1	0	1	0	3	8	0	2	0	1	0	0	3	3	9	0	1	0	0	5	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	1	0	3
工人	0	0	1	0	1	5	0	0	0	0	0	0	4	0	13	0	1	0	1	0	0	1	0	0	0	1	0	1	1	7	0	0	0	0	1	1	0	1	1	0	2	0	0	1	0	0	1	0	0	6
tv	0	0	0	0	1	0	0	0	0	1	0	1	16	2	3	0	4	1	0	3	2	0	0	0	0	1	0	0	1	2	1	0	0	1	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	5
to	0	0	0	0	0	1	0	0	0	1	2	3	8	0	1	0	3	0	1	0	1	0	0	0	0	0	0	0	9	1	0	0	0	0	9	0	0	1	0	1	7	0	0	0	0	0	0	0	1	1
卫视	0	0	0	0	0	0	0	0	0	0	1	0	7	10	0	0	2	0	0	15	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	1
国电	0	0	0	0	1	0	0	0	0	0	0	1	2	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	1	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	4
工装	0	0	0	1	2	14	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3
图形	0	0	1	0	0	2	6	0	1	1	0	0	11	2	6	0	8	0	1	2	1	0	0	0	1	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
粮油	2	3	0	0	5	0	0	0	0	0	1	2	4	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	20	0	0	3	0	1
铣床	0	0	0	0	0	5	0	0	0	0	0	0	0	0	39	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
效应	1	0	0	0	1	0	0	0	0	1	0	2	4	1	1	0	3	0	1	2	0	1	0	2	0	3	0	1	4	5	3	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	8
负责人	0	0	0	0	1	1	0	0	0	7	0	1	20	0	1	0	4	0	0	0	2	0	0	0	0	2	0	0	3	1	0	0	0	0	2	0	1	0	0	0	2	0	0	0	1	0	0	0	0	2
文学	1	0	0	0	1	0	0	0	0	4	0	1	21	4	0	0	0	1	0	8	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0
手术	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3
本部	0	0	0	0	1	10	2	0	1	0	0	1	4	0	4	0	5	1	5	0	1	0	0	0	0	0	0	1	1	6	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1
单体	0	0	0	0	1	4	0	0	1	0	1	0	2	0	6	1	2	0	5	1	0	0	0	1	1	4	0	0	1	5	0	0	0	1	1	0	2	0	0	2	3	0	0	0	0	0	1	1	0	4
vip	0	1	0	0	1	2	1	0	1	0	1	1	10	1	0	0	0	3	0	3	1	0	0	1	0	4	0	0	4	2	1	0	2	0	2	0	1	0	0	0	4	0	0	0	1	0	0	0	1	2
婚庆	0	0	0	0	10	1	0	0	0	2	2	1	12	0	2	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	3
开拓者	0	0	0	1	2	3	2	0	0	0	1	0	8	2	2	0	6	0	1	3	1	0	1	0	0	1	0	1	1	3	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	2	0	0	0	3
触摸屏	0	0	0	0	1	0	1	0	0	0	0	0	6	0	9	1	3	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	3	1	0	16	0	0	0	0	0	0	0	1	3
双赢	0	0	0	0	0	0	1	0	1	0	0	1	4	3	2	0	1	0	1	3	0	0	0	1	0	1	0	0	10	4	2	0	0	0	9	0	1	0	0	0	4	0	0	0	0	0	0	1	0	2
内部管理	1	0	0	0	2	0	2	0	5	0	0	0	4	0	5	0	8	1	1	1	0	0	0	2	0	0	0	0	4	3	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	8
激励	0	0	0	0	2	0	4	0	0	3	1	5	8	0	3	0	3	3	0	1	0	0	0	0	0	1	0	0	3	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	8
检修	0	0	0	0	1	3	3	0	1	0	0	0	1	0	11	1	2	0	2	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	1	8
game	0	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
消息	0	0	0	0	0	0	4	0	0	6	0	1	20	1	1	0	3	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	1	1	5
传奇	0	0	0	0	0	1	0	0	0	0	0	1	19	0	0	0	0	1	1	1	7	1	0	0	0	1	0	0	6	0	0	0	0	1	0	0	0	0	0	1	4	0	3	1	1	0	0	0	0	2
html	0	0	1	0	0	1	2	0	0	2	0	0	26	0	0	0	2	3	0	1	10	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
还为	0	0	0	0	0	2	5	0	0	2	0	1	8	0	4	0	4	1	1	1	0	1	0	0	0	0	0	0	5	2	2	0	2	0	2	0	2	0	0	0	2	1	0	0	0	0	0	0	0	4
示范区	0	0	0	0	0	0	10	0	0	0	0	1	5	0	3	0	7	0	5	0	0	0	0	0	0	3	0	0	0	2	0	0	1	2	0	0	0	0	0	0	4	0	0	0	1	0	1	2	0	5
mmorpg	0	0	0	0	0	0	2	0	0	0	0	0	32	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
路灯	0	0	0	0	0	2	0	0	0	0	0	0	2	1	4	1	3	0	0	0	0	0	0	0	0	0	0	1	0	23	1	0	0	0	0	0	1	2	0	0	3	0	0	0	0	0	3	0	1	4
---	0	0	0	0	1	5	0	0	0	1	1	1	10	0	7	0	3	0	2	0	0	0	0	0	0	2	0	0	1	1	0	0	0	3	1	0	1	1	1	0	4	0	0	0	1	0	1	1	0	3
环卫	0	0	0	0	4	10	0	0	0	0	0	0	0	0	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	21	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3
二线	0	4	0	0	6	0	0	1	0	0	2	2	5	3	1	1	1	0	6	2	0	1	0	2	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	2
乳制品	1	3	0	0	4	0	0	0	0	0	1	3	3	0	3	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	14	0	0	2	0	5
china	0	1	0	0	2	1	2	0	0	1	1	6	10	1	5	1	3	0	2	1	0	1	0	1	0	2	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3
热电	0	0	0	0	3	0	0	0	0	0	0	4	1	0	7	0	1	0	2	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	4	0	0	2
开发设计	0	0	0	0	2	3	0	0	0	0	0	2	6	1	11	0	2	0	0	1	1	0	0	1	0	1	0	1	2	1	1	0	0	1	0	0	1	2	1	1	3	0	1	0	1	0	0	0	1	4
信息流	0	1	0	0	0	0	4	0	0	0	2	2	6	1	0	0	4	0	0	1	0	0	0	4	0	1	0	0	8	1	1	0	0	0	4	0	0	0	0	0	6	0	0	0	1	0	0	1	0	4
博览会	0	0	0	0	2	1	1	1	0	0	1	0	1	2	11	0	4	1	0	1	0	0	0	0	0	1	0	0	1	3	2	0	0	2	1	0	3	0	0	0	3	0	0	1	3	0	0	1	0	5
hp	0	0	0	0	0	0	6	0	0	0	0	0	5	0	6	0	20	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7
参考	0	0	0	0	3	4	1	0	0	4	1	0	11	1	1	0	2	2	1	0	0	0	0	0	0	0	0	0	4	2	1	0	0	1	1	0	1	0	0	1	6	0	0	0	1	0	0	0	0	4
ipad	0	0	0	0	0	0	7	0	0	0	0	0	29	0	0	1	4	2	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
一揽子	0	0	0	0	2	1	0	0	0	0	0	5	5	1	1	0	4	1	0	2	1	1	0	1	0	1	0	0	3	4	2	0	0	0	2	0	0	0	0	1	1	0	0	1	1	0	0	0	1	11
绩效	0	0	0	0	1	1	6	0	0	0	0	1	8	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3	0	0	1	0	0	0	2	0	0	0	0	1	2	0	0	6
实物	0	1	2	1	0	1	0	0	0	0	0	2	4	0	3	0	3	2	1	0	1	0	0	0	0	0	0	0	11	1	1	0	0	1	9	0	1	1	0	0	5	0	0	1	0	1	0	0	0	0
尺寸	0	0	0	1	0	1	1	0	0	0	0	0	1	0	15	1	4	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	2	0	12	0	0	0	0	0	1	0	0	7
历程	0	0	1	0	2	2	1	0	0	2	0	1	9	1	6	0	5	0	7	0	1	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	4
农副产品	2	2	0	0	3	0	0	0	0	0	0	4	1	0	3	0	2	0	1	0	0	0	0	2	0	2	0	0	2	4	0	0	0	0	1	0	0	0	0	0	4	0	0	0	11	1	0	7	1	0
热力	0	0	0	0	6	0	2	0	0	0	0	0	2	0	8	0	3	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	2	5
实战经验	0	0	0	1	1	0	1	0	0	0	1	1	3	2	1	0	6	0	3	2	2	0	0	1	0	0	0	0	4	2	3	0	0	2	3	0	0	0	0	0	4	0	1	0	1	0	0	0	1	7
水泵	1	0	0	0	0	9	0	0	0	0	1	0	0	0	23	2	1	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2
上汽	0	0	0	0	3	32	0	0	0	0	1	1	0	1	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2
pvc	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	11	0	0	4	3	0	0	0	0	0	0	0	0	5
中试	0	0	1	0	0	0	1	0	0	1	0	0	1	0	7	0	1	0	0	0	0	0	0	0	0	16	0	0	0	13	0	0	0	0	0	0	5	0	0	1	1	0	0	0	1	0	2	0	0	2
挑战	0	0	1	0	0	1	3	1	0	0	0	0	6	0	4	0	10	4	0	0	2	1	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	11
科技攻关	0	0	0	0	0	0	5	0	0	0	1	1	2	0	14	0	4	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	7
冶炼	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	6
资源共享	1	0	0	0	0	2	4	0	0	1	0	0	10	1	0	0	5	1	4	1	1	0	0	2	0	2	0	0	4	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	1	5
题材	0	0	0	0	2	0	0	0	0	0	0	1	20	4	0	0	0	0	1	9	8	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
加密	1	0	0	0	0	0	7	0	0	0	0	1	10	0	1	0	13	0	0	0	1	0	0	0	0	1	0	0	10	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4
会计师	0	0	0	0	1	1	0	0	0	0	0	5	1	0	4	0	0	1	2	0	0	0	0	0	0	1	0	0	15	3	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	1	0	7
船用	0	0	0	0	0	6	0	0	0	0	0	0	1	0	33	1	1	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
各省	0	0	0	0	1	3	1	0	1	0	0	1	9	3	3	1	5	3	1	3	0	0	0	0	0	4	0	0	1	2	0	0	1	1	0	0	1	0	0	0	3	0	1	1	0	0	0	1	0	3
装机容量	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1
纤维	0	0	0	0	3	0	0	0	0	0	0	0	1	0	8	0	0	0	1	0	0	0	0	0	0	3	0	0	0	18	0	0	0	0	0	0	13	0	0	0	1	0	0	0	4	0	1	0	0	1
高尔夫	0	0	0	0	1	2	0	0	1	1	0	2	8	0	1	0	2	1	10	7	0	7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	3
纽带	1	0	0	0	0	3	2	1	1	1	2	8	9	2	1	0	2	2	4	3	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	3
器具	1	1	0	0	1	1	2	0	0	0	0	0	1	0	11	1	2	0	0	0	0	0	0	0	0	9	0	2	0	5	0	0	1	0	0	0	1	1	0	0	10	0	0	0	1	0	0	0	0	3
意识	0	0	0	0	0	1	3	0	0	0	0	2	6	1	9	0	6	0	4	0	0	2	0	1	0	3	0	0	0	2	0	0	0	0	0	0	3	0	0	2	3	0	0	0	0	0	1	0	0	5
大楼	0	0	0	0	1	2	1	0	1	0	0	3	2	0	11	0	5	0	13	0	0	0	0	1	0	3	0	0	0	5	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2
先行者	0	0	0	1	1	1	5	0	0	0	0	0	9	2	4	0	10	1	1	2	1	0	0	0	0	2	0	0	0	4	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	2
拍卖	1	3	0	0	1	4	2	0	0	0	1	5	5	0	1	0	1	0	4	4	0	0	1	0	0	0	0	0	4	0	1	0	0	3	3	0	0	0	0	1	6	0	0	0	1	0	0	1	0	1
产量	0	0	0	0	2	2	0	0	0	0	0	0	0	1	14	0	2	0	0	0	0	0	0	0	1	3	0	0	0	6	1	0	0	0	0	0	3	0	0	1	3	0	1	0	6	0	0	5	0	3
防腐	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	1	1	0	2	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	1	0	0	3
产品种类	0	1	0	0	1	3	1	2	0	0	0	0	2	0	13	1	1	1	0	0	1	0	0	1	0	3	1	0	0	4	0	0	0	0	0	0	0	1	1	2	5	0	0	0	3	0	0	1	0	5
学术	0	0	0	0	1	0	2	0	1	4	0	0	5	4	6	0	5	3	0	0	0	1	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
北大	0	0	0	0	0	0	5	0	1	0	1	1	9	0	2	0	4	5	0	0	0	0	0	0	1	6	0	0	4	0	0	0	0	1	4	0	0	0	0	0	2	0	0	3	1	0	0	0	0	4
栏目	1	0	0	0	0	0	0	0	0	1	0	2	14	9	1	0	1	2	0	8	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	2	0	0	1	0	2
电子化	0	0	0	0	1	1	9	0	1	0	0	4	6	1	0	0	10	2	0	0	0	0	0	1	0	0	0	2	3	0	1	0	0	2	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	4
全案	1	0	0	0	0	0	0	0	0	1	2	1	9	12	1	0	2	1	2	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7
多种产品	0	0	0	0	2	3	1	0	0	0	0	0	6	2	12	0	1	0	1	1	1	1	0	0	0	3	1	0	1	5	1	0	0	0	0	0	0	1	0	0	6	0	0	0	2	0	0	0	1	2
认同	0	0	0	0	0	0	3	0	0	1	0	2	5	2	8	1	6	0	1	2	0	0	0	1	0	4	0	0	3	1	0	0	0	1	1	0	0	1	0	0	6	0	0	0	0	0	0	1	0	5
各方	0	0	0	0	1	2	1	0	1	0	0	4	7	2	3	0	4	0	3	1	2	0	0	0	0	1	0	0	3	1	1	0	0	0	1	0	2	0	0	1	4	0	1	2	0	0	0	0	1	6
视频会议	0	0	0	0	0	0	8	0	1	0	0	0	10	3	0	0	19	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	1	0	0	0	0	0	5
求职	0	0	0	0	0	0	1	0	0	4	0	0	29	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1
攻略	0	0	0	0	0	0	0	0	0	6	0	0	30	3	0	0	1	0	0	1	4	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
连接器	0	0	0	0	0	4	0	0	0	0	0	2	0	0	9	3	4	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	23	0	0	0	0	0	2	0	0	3
冷冻	0	1	0	0	3	0	0	0	1	0	1	0	1	0	6	2	1	0	1	0	0	0	0	5	0	4	4	1	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	12	0	0	2	1	4
促销	0	0	0	1	2	1	0	0	0	3	2	0	11	1	2	0	5	0	1	2	1	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	3
大师	0	1	1	0	0	0	3	0	0	1	2	0	15	2	0	0	0	1	2	6	1	1	0	0	0	1	0	0	2	0	2	0	0	1	1	0	0	0	0	0	1	0	2	0	3	0	1	0	0	5
塑胶	0	0	1	0	0	8	0	0	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	2	5	0	0	0	0	0	0	0	0	3
管理水平	0	0	0	0	1	2	8	0	0	0	0	1	3	1	6	1	7	2	1	0	0	0	0	0	0	3	0	0	2	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	7
问答	0	0	0	0	0	0	1	0	0	10	0	1	26	0	1	0	3	5	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
